Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Moët & Chandon Brut Impérial;Champagne & Sparkling;750ml;France;;R699,00;Norman Goodfellows;R749,99;R749,99;R729,99;R759,99;R699,00;https://www.google.com/search?tbm=isch&q=Mo%C3%ABt+%26+Chandon+Brut+Imp%C3%A9rial+bottle+pack+product+image;https://www.google.com/search?q=Mo%C3%ABt+%26+Chandon+Brut+Imp%C3%A9rial+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Moët & Chandon Brut Impérial bottle pack product image
Moët & Chandon Rosé Impérial;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Mo%C3%ABt+%26+Chandon+Ros%C3%A9+Imp%C3%A9rial+bottle+pack+product+image;https://www.google.com/search?q=Mo%C3%ABt+%26+Chandon+Ros%C3%A9+Imp%C3%A9rial+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Moët & Chandon Rosé Impérial bottle pack product image
Moët & Chandon Nectar Impérial;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Mo%C3%ABt+%26+Chandon+Nectar+Imp%C3%A9rial+bottle+pack+product+image;https://www.google.com/search?q=Mo%C3%ABt+%26+Chandon+Nectar+Imp%C3%A9rial+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Moët & Chandon Nectar Impérial bottle pack product image
Moët & Chandon Ice Impérial;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Mo%C3%ABt+%26+Chandon+Ice+Imp%C3%A9rial+bottle+pack+product+image;https://www.google.com/search?q=Mo%C3%ABt+%26+Chandon+Ice+Imp%C3%A9rial+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Moët & Chandon Ice Impérial bottle pack product image
Moët & Chandon Grand Vintage;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Mo%C3%ABt+%26+Chandon+Grand+Vintage+bottle+pack+product+image;https://www.google.com/search?q=Mo%C3%ABt+%26+Chandon+Grand+Vintage+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Moët & Chandon Grand Vintage bottle pack product image
Dom Pérignon Vintage;Champagne & Sparkling;750ml;France;;R4 656,00;TOPS;R4 896,00;R4 848,00;R4 656,00;R4 944,00;R4 800,00;https://www.google.com/search?tbm=isch&q=Dom+P%C3%A9rignon+Vintage+bottle+pack+product+image;https://www.google.com/search?q=Dom+P%C3%A9rignon+Vintage+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Dom Pérignon Vintage bottle pack product image
Dom Pérignon Rosé;Champagne & Sparkling;750ml;France;;R7 372,00;TOPS;R7 752,00;R7 676,00;R7 372,00;R7 828,00;R7 600,00;https://www.google.com/search?tbm=isch&q=Dom+P%C3%A9rignon+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Dom+P%C3%A9rignon+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Dom Pérignon Rosé bottle pack product image
Veuve Clicquot Yellow Label;Champagne & Sparkling;750ml;France;;R849,00;Norman Goodfellows;R899,99;R899,99;R879,99;R899,99;R849,00;https://www.google.com/search?tbm=isch&q=Veuve+Clicquot+Yellow+Label+bottle+pack+product+image;https://www.google.com/search?q=Veuve+Clicquot+Yellow+Label+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Veuve Clicquot Yellow Label bottle pack product image
Veuve Clicquot Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Veuve+Clicquot+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Veuve+Clicquot+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Veuve Clicquot Rosé bottle pack product image
Veuve Clicquot Rich;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Veuve+Clicquot+Rich+bottle+pack+product+image;https://www.google.com/search?q=Veuve+Clicquot+Rich+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Veuve Clicquot Rich bottle pack product image
Veuve Clicquot La Grande Dame;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Veuve+Clicquot+La+Grande+Dame+bottle+pack+product+image;https://www.google.com/search?q=Veuve+Clicquot+La+Grande+Dame+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Veuve Clicquot La Grande Dame bottle pack product image
Laurent-Perrier La Cuvée;Champagne & Sparkling;750ml;France;;R749,00;Norman Goodfellows;R789,99;R789,99;R769,99;R799,99;R749,00;https://www.google.com/search?tbm=isch&q=Laurent-Perrier+La+Cuv%C3%A9e+bottle+pack+product+image;https://www.google.com/search?q=Laurent-Perrier+La+Cuv%C3%A9e+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laurent-Perrier La Cuvée bottle pack product image
Laurent-Perrier Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Laurent-Perrier+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Laurent-Perrier+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laurent-Perrier Rosé bottle pack product image
Laurent-Perrier Grand Siècle;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Laurent-Perrier+Grand+Si%C3%A8cle+bottle+pack+product+image;https://www.google.com/search?q=Laurent-Perrier+Grand+Si%C3%A8cle+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laurent-Perrier Grand Siècle bottle pack product image
Bollinger Special Cuvée;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Bollinger+Special+Cuv%C3%A9e+bottle+pack+product+image;https://www.google.com/search?q=Bollinger+Special+Cuv%C3%A9e+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bollinger Special Cuvée bottle pack product image
Bollinger Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Bollinger+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Bollinger+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bollinger Rosé bottle pack product image
Bollinger La Grande Année;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Bollinger+La+Grande+Ann%C3%A9e+bottle+pack+product+image;https://www.google.com/search?q=Bollinger+La+Grande+Ann%C3%A9e+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bollinger La Grande Année bottle pack product image
Krug Grande Cuvée;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Krug+Grande+Cuv%C3%A9e+bottle+pack+product+image;https://www.google.com/search?q=Krug+Grande+Cuv%C3%A9e+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Krug Grande Cuvée bottle pack product image
Krug Rosé;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;;R3 200,00;https://www.google.com/search?tbm=isch&q=Krug+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Krug+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Krug Rosé bottle pack product image
Perrier-Jouët Grand Brut;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Perrier-Jou%C3%ABt+Grand+Brut+bottle+pack+product+image;https://www.google.com/search?q=Perrier-Jou%C3%ABt+Grand+Brut+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Perrier-Jouët Grand Brut bottle pack product image
Perrier-Jouët Blason Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Perrier-Jou%C3%ABt+Blason+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Perrier-Jou%C3%ABt+Blason+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Perrier-Jouët Blason Rosé bottle pack product image
Perrier-Jouët Belle Epoque;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Perrier-Jou%C3%ABt+Belle+Epoque+bottle+pack+product+image;https://www.google.com/search?q=Perrier-Jou%C3%ABt+Belle+Epoque+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Perrier-Jouët Belle Epoque bottle pack product image
Taittinger Brut Réserve;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Taittinger+Brut+R%C3%A9serve+bottle+pack+product+image;https://www.google.com/search?q=Taittinger+Brut+R%C3%A9serve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Taittinger Brut Réserve bottle pack product image
Taittinger Prestige Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Taittinger+Prestige+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Taittinger+Prestige+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Taittinger Prestige Rosé bottle pack product image
Taittinger Comtes de Champagne;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Taittinger+Comtes+de+Champagne+bottle+pack+product+image;https://www.google.com/search?q=Taittinger+Comtes+de+Champagne+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Taittinger Comtes de Champagne bottle pack product image
Ruinart Blanc de Blancs;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Ruinart+Blanc+de+Blancs+bottle+pack+product+image;https://www.google.com/search?q=Ruinart+Blanc+de+Blancs+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ruinart Blanc de Blancs bottle pack product image
Ruinart Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Ruinart+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Ruinart+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ruinart Rosé bottle pack product image
Louis Roederer Collection 244;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Louis+Roederer+Collection+244+bottle+pack+product+image;https://www.google.com/search?q=Louis+Roederer+Collection+244+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Louis Roederer Collection 244 bottle pack product image
Louis Roederer Cristal;Champagne & Sparkling;750ml;France;;R6 014,00;TOPS;R6 324,00;R6 262,00;R6 014,00;R6 386,00;R6 200,00;https://www.google.com/search?tbm=isch&q=Louis+Roederer+Cristal+bottle+pack+product+image;https://www.google.com/search?q=Louis+Roederer+Cristal+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Louis Roederer Cristal bottle pack product image
Piper-Heidsieck Cuvée Brut;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Piper-Heidsieck+Cuv%C3%A9e+Brut+bottle+pack+product+image;https://www.google.com/search?q=Piper-Heidsieck+Cuv%C3%A9e+Brut+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Piper-Heidsieck Cuvée Brut bottle pack product image
Piper-Heidsieck Rosé Sauvage;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Piper-Heidsieck+Ros%C3%A9+Sauvage+bottle+pack+product+image;https://www.google.com/search?q=Piper-Heidsieck+Ros%C3%A9+Sauvage+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Piper-Heidsieck Rosé Sauvage bottle pack product image
G.H. Mumm Cordon Rouge;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=G.H.+Mumm+Cordon+Rouge+bottle+pack+product+image;https://www.google.com/search?q=G.H.+Mumm+Cordon+Rouge+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";G.H. Mumm Cordon Rouge bottle pack product image
Lanson Black Label;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Lanson+Black+Label+bottle+pack+product+image;https://www.google.com/search?q=Lanson+Black+Label+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Lanson Black Label bottle pack product image
Pol Roger Brut Réserve;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Pol+Roger+Brut+R%C3%A9serve+bottle+pack+product+image;https://www.google.com/search?q=Pol+Roger+Brut+R%C3%A9serve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Pol Roger Brut Réserve bottle pack product image
Pol Roger Sir Winston Churchill;Champagne & Sparkling;750ml;France;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;;R3 200,00;https://www.google.com/search?tbm=isch&q=Pol+Roger+Sir+Winston+Churchill+bottle+pack+product+image;https://www.google.com/search?q=Pol+Roger+Sir+Winston+Churchill+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Pol Roger Sir Winston Churchill bottle pack product image
Armand de Brignac Gold;Champagne & Sparkling;750ml;France;;R6 305,00;TOPS;R6 630,00;R6 565,00;R6 305,00;;R6 500,00;https://www.google.com/search?tbm=isch&q=Armand+de+Brignac+Gold+bottle+pack+product+image;https://www.google.com/search?q=Armand+de+Brignac+Gold+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Armand de Brignac Gold bottle pack product image
Armand de Brignac Rosé;Champagne & Sparkling;750ml;France;;R8 633,00;TOPS;R9 078,00;R8 989,00;R8 633,00;;R8 900,00;https://www.google.com/search?tbm=isch&q=Armand+de+Brignac+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Armand+de+Brignac+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Armand de Brignac Rosé bottle pack product image
Nicolas Feuillatte Brut Réserve;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Nicolas+Feuillatte+Brut+R%C3%A9serve+bottle+pack+product+image;https://www.google.com/search?q=Nicolas+Feuillatte+Brut+R%C3%A9serve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nicolas Feuillatte Brut Réserve bottle pack product image
Canard-Duchêne Brut;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Canard-Duch%C3%AAne+Brut+bottle+pack+product+image;https://www.google.com/search?q=Canard-Duch%C3%AAne+Brut+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Canard-Duchêne Brut bottle pack product image
Billecart-Salmon Brut Réserve;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Billecart-Salmon+Brut+R%C3%A9serve+bottle+pack+product+image;https://www.google.com/search?q=Billecart-Salmon+Brut+R%C3%A9serve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Billecart-Salmon Brut Réserve bottle pack product image
Billecart-Salmon Rosé;Champagne & Sparkling;750ml;France;;R1 115,50;TOPS;R1 173,00;R1 161,50;R1 115,50;R1 207,50;R1 150,00;https://www.google.com/search?tbm=isch&q=Billecart-Salmon+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Billecart-Salmon+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Billecart-Salmon Rosé bottle pack product image
Ayala Brut Majeur;Champagne & Sparkling;750ml;France;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Ayala+Brut+Majeur+bottle+pack+product+image;https://www.google.com/search?q=Ayala+Brut+Majeur+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ayala Brut Majeur bottle pack product image
Deutz Brut Classic;Champagne & Sparkling;750ml;France;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Deutz+Brut+Classic+bottle+pack+product+image;https://www.google.com/search?q=Deutz+Brut+Classic+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Deutz Brut Classic bottle pack product image
Boschendal Brut MCC;Champagne & Sparkling;750ml;France;;R215,60;TOPS;R220,00;R224,40;R215,60;R231,00;R217,80;https://www.google.com/search?tbm=isch&q=Boschendal+Brut+MCC+bottle+pack+product+image;https://www.google.com/search?q=Boschendal+Brut+MCC+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Boschendal Brut MCC bottle pack product image
Graham Beck Brut NV;Champagne & Sparkling;750ml;France;;R215,60;TOPS;R220,00;R224,40;R215,60;R231,00;R217,80;https://www.google.com/search?tbm=isch&q=Graham+Beck+Brut+NV+bottle+pack+product+image;https://www.google.com/search?q=Graham+Beck+Brut+NV+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Graham Beck Brut NV bottle pack product image
Graham Beck Brut Rosé;Champagne & Sparkling;750ml;France;;R215,60;TOPS;R220,00;R224,40;R215,60;R231,00;R217,80;https://www.google.com/search?tbm=isch&q=Graham+Beck+Brut+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Graham+Beck+Brut+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Graham Beck Brut Rosé bottle pack product image
Pongrácz Brut;Champagne & Sparkling;750ml;France;;R215,60;TOPS;R220,00;R224,40;R215,60;R231,00;R217,80;https://www.google.com/search?tbm=isch&q=Pongr%C3%A1cz+Brut+bottle+pack+product+image;https://www.google.com/search?q=Pongr%C3%A1cz+Brut+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Pongrácz Brut bottle pack product image
Pongrácz Rosé;Champagne & Sparkling;750ml;France;;R215,60;TOPS;R220,00;R224,40;R215,60;R231,00;R217,80;https://www.google.com/search?tbm=isch&q=Pongr%C3%A1cz+Ros%C3%A9+bottle+pack+product+image;https://www.google.com/search?q=Pongr%C3%A1cz+Ros%C3%A9+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Pongrácz Rosé bottle pack product image
JC Le Roux Scintilla;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=JC+Le+Roux+Scintilla+bottle+pack+product+image;https://www.google.com/search?q=JC+Le+Roux+Scintilla+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";JC Le Roux Scintilla bottle pack product image
Martini Asti;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=Martini+Asti+bottle+pack+product+image;https://www.google.com/search?q=Martini+Asti+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Martini Asti bottle pack product image
Freixenet Cordon Negro;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=Freixenet+Cordon+Negro+bottle+pack+product+image;https://www.google.com/search?q=Freixenet+Cordon+Negro+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Freixenet Cordon Negro bottle pack product image
Mionetto Prosecco Brut;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=Mionetto+Prosecco+Brut+bottle+pack+product+image;https://www.google.com/search?q=Mionetto+Prosecco+Brut+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mionetto Prosecco Brut bottle pack product image
Zonin Prosecco DOC;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=Zonin+Prosecco+DOC+bottle+pack+product+image;https://www.google.com/search?q=Zonin+Prosecco+DOC+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Zonin Prosecco DOC bottle pack product image
Bottega Gold Prosecco;Champagne & Sparkling;750ml;France;;R235,20;TOPS;R240,00;R244,80;R235,20;R252,00;R237,60;https://www.google.com/search?tbm=isch&q=Bottega+Gold+Prosecco+bottle+pack+product+image;https://www.google.com/search?q=Bottega+Gold+Prosecco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bottega Gold Prosecco bottle pack product image
Grey Goose;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Grey+Goose+bottle+pack+product+image;https://www.google.com/search?q=Grey+Goose+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Grey Goose bottle pack product image
Grey Goose La Poire;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Grey+Goose+La+Poire+bottle+pack+product+image;https://www.google.com/search?q=Grey+Goose+La+Poire+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Grey Goose La Poire bottle pack product image
Grey Goose L'Orange;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Grey+Goose+L%27Orange+bottle+pack+product+image;https://www.google.com/search?q=Grey+Goose+L%27Orange+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Grey Goose L'Orange bottle pack product image
Belvedere Pure;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Belvedere+Pure+bottle+pack+product+image;https://www.google.com/search?q=Belvedere+Pure+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Belvedere Pure bottle pack product image
Belvedere Smogóry Forest;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Belvedere+Smog%C3%B3ry+Forest+bottle+pack+product+image;https://www.google.com/search?q=Belvedere+Smog%C3%B3ry+Forest+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Belvedere Smogóry Forest bottle pack product image
Belvedere Lake Bartężek;Vodka;750ml;;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Belvedere+Lake+Bart%C4%99%C5%BCek+bottle+pack+product+image;https://www.google.com/search?q=Belvedere+Lake+Bart%C4%99%C5%BCek+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Belvedere Lake Bartężek bottle pack product image
Cîroc;Vodka;750ml;;;R509,60;TOPS;R520,00;R530,40;R509,60;R546,00;R514,80;https://www.google.com/search?tbm=isch&q=C%C3%AEroc+bottle+pack+product+image;https://www.google.com/search?q=C%C3%AEroc+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Cîroc bottle pack product image
